学校,URL,答卷总数,问题简称,问题,答卷编号,回答
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,共享单车,学校里面的共享单车数目与种类如何,A5,无共享单车，未来可能引进
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,共享单车,学校里面的共享单车数目与种类如何,A6,进不了
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,共享单车,学校里面的共享单车数目与种类如何,A7,大部分品牌入驻
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,共享单车,学校里面的共享单车数目与种类如何,A8,没有共享单车，也不能骑共享单车进学校。建议自己买自行车/电瓶车。另外整个扬州的共享电瓶车很多，不过如果要去热门旅游景点的话还是建议骑自己的小电驴（因为回来时候要么没车要么车没电）
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,共享单车,学校里面的共享单车数目与种类如何,A9,无，禁止共享单车，共享电瓶车进校园
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A1,很松
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A2,好像有的校区有门禁有的没有，不太清楚。。瘦西湖好像没有，扬子津貌似有(？)
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A3,明面上是晚上十点
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A4,有人脸识别，有刷卡
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A5,无门禁
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A6,晚上10点吧
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A7,有门禁但是特别松，遇到了不少来扬大的市民
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A8,基本可以说没有（什）
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A9,不清楚
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A10,只要不出啥事，基本上都还好，只听说过荷花池南门有11：00的门禁，但也可以找保安大叔开门
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A11,比较宽松
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,门禁,现阶段学校的门禁情况如何,A12,松
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,上床下桌,宿舍是上床下桌吗,A1,是
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,空调,教室和宿舍有没有空调,A1,有
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,空调,教室和宿舍有没有空调,A2,有，随便开
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,空调,教室和宿舍有没有空调,A3,均有
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,空调,教室和宿舍有没有空调,A4,有，但大教室（约容纳120人）也只有一台
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A1,无，在宿舍楼内
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A2,没有，宿舍楼每一层都有一个公共浴室，大约十个位置，是隔间。
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A3,宿舍有独卫，浴室每层都有一个，有隔间
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A4,有独卫 浴室宿舍每个楼层都有约十几个
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A5,一层楼一个澡堂
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,早晚自习,有早自习、晚自习吗,A1,有
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,早晚自习,有早自习、晚自习吗,A2,大一有
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,早晚自习,有早自习、晚自习吗,A3,大一有早晚自习
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,早晚自习,有早自习、晚自习吗,A4,大一有。不仅没什么用，且查的很严
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,晨跑,有晨跑吗,A1,有
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,晨跑,有晨跑吗,A2,每学期有跑步要求，其中要求有晨跑
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,晨跑,有晨跑吗,A3,无
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,晨跑,有晨跑吗,A4,大一大二有
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,晨跑,有晨跑吗,A5,一学期8次，时间自己安排
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A1,打卡80km 不可骑行
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A2,每次大约两三公里，三十次左右，路线不固定，不能骑车
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A3,20次，每次1公里，可以骑车
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A4,80 不可以
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A5,算晨跑总共20次，一次1.5km以上，原则上不能骑车
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,寒暑假,寒暑假放多久，每年小学期有多长,A1,10周暑假，5到8周寒假，小学期16周
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,寒暑假,寒暑假放多久，每年小学期有多长,A2,暑假两个月多，寒假一个半月多，每学期16周
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,寒暑假,寒暑假放多久，每年小学期有多长,A3,寒假将近一个月，暑假两个月
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,寒暑假,寒暑假放多久，每年小学期有多长,A4,1到2月
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,寒暑假,寒暑假放多久，每年小学期有多长,A5,寒假1.5个月，暑假2.3个月
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A1,可 500m
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A2,可以，每个宿舍楼下有外卖柜，食堂也能点
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A3,允许，步行几分钟，看宿舍楼位置
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A4,宿舍楼门口有外卖柜
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A5,允许，送到宿舍楼下
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A1,不便利，仅公交，处于郊区
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A2,门口有共享电动车和公交，距离市区半小时
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A3,不在市区，无地铁，去市区要坐快一个小时公交
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A4,不方便 有直达公交 在郊区 约半小时
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A5,十分不便利，无，不在，骑电动车到市中心约30分钟
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,洗衣机,宿舍楼有洗衣机吗,A1,有
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,洗衣机,宿舍楼有洗衣机吗,A2,每个宿舍楼有8台共享洗衣机和两台烘干机
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,洗衣机,宿舍楼有洗衣机吗,A3,每层都有
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,洗衣机,宿舍楼有洗衣机吗,A4,有，但是很脏，经常有人洗内裤袜子
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,校园网,校园网怎么样,A1,垃圾
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,校园网,校园网怎么样,A2,校园网为千兆宽带，实际网速64M左右，但间歇性抽风，一个月30
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,校园网,校园网怎么样,A3,一般
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,校园网,校园网怎么样,A4,30一月 质量不好
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,校园网,校园网怎么样,A5,45Mbps/s左右，20r/月，性价比十分低
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,断电断网,每天断电断网吗，几点开始断,A1,不
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,断电断网,每天断电断网吗，几点开始断,A2,无断电断网断水
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,断电断网,每天断电断网吗，几点开始断,A3,不断电不断网
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,断电断网,每天断电断网吗，几点开始断,A4,否
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,断电断网,每天断电断网吗，几点开始断,A5,不断
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,食堂,食堂价格贵吗，会吃出异物吗,A1,适中，有传闻
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,食堂,食堂价格贵吗，会吃出异物吗,A2,食堂价格正常，暂时没听说过不卫生的情况
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,食堂,食堂价格贵吗，会吃出异物吗,A3,价格正常，无异物
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,食堂,食堂价格贵吗，会吃出异物吗,A4,略贵 无
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,食堂,食堂价格贵吗，会吃出异物吗,A5,性价比高，食堂卫生检查很严格
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,热水,洗澡热水供应时间,A1,全天
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,热水,洗澡热水供应时间,A2,24小时有热水，特殊情况会提前通知
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,热水,洗澡热水供应时间,A3,下午到晚上都有
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,热水,洗澡热水供应时间,A4,24h
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A1,可，集中充电
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A2,可以骑，二食堂门口可以充电
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A3,可以，食堂旁边
扬州大学广陵学院,https://cn.colleges.chat/universities/yang-zhou-da-xue-yan-ling-xue-yuan/,5,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A4,从2024届开始应该不可以了
